order_item_id,order_id,product_id,seller_id,quantity,price
ITEM_1063,ORD_1924,PROD_416,SELL_135,2,7763
ITEM_1064,ORD_2312,PROD_470,SELL_258,2,7255
ITEM_1065,ORD_1748,PROD_380,SELL_219,3,21048
ITEM_1066,ORD_2522,PROD_111,SELL_23,4,40224
ITEM_1067,ORD_371,PROD_852,SELL_51,2,15378
ITEM_1068,ORD_2514,PROD_5,SELL_46,2,17965
ITEM_1069,ORD_1969,PROD_23,SELL_128,1,40070
ITEM_1070,ORD_577,PROD_337,SELL_63,3,5837
ITEM_1071,ORD_1808,PROD_757,SELL_144,2,25422
ITEM_1072,ORD_540,PROD_166,SELL_144,1,2766
ITEM_1073,ORD_1744,PROD_679,SELL_125,2,38988
ITEM_1074,ORD_2421,PROD_585,SELL_259,2,13937
ITEM_1075,ORD_1119,PROD_449,SELL_68,2,47302
ITEM_1076,ORD_1487,PROD_457,SELL_4,1,33382
ITEM_1077,ORD_837,PROD_979,SELL_115,2,21599
ITEM_1078,ORD_441,PROD_628,SELL_286,1,1318
ITEM_1079,ORD_2633,PROD_930,SELL_128,2,45682
ITEM_1080,ORD_1572,PROD_213,SELL_102,1,40579
ITEM_1081,ORD_1932,PROD_651,SELL_76,1,4992
ITEM_1082,ORD_1986,PROD_572,SELL_209,4,3414
ITEM_1083,ORD_1286,PROD_466,SELL_253,2,40095
ITEM_1084,ORD_1249,PROD_312,SELL_239,2,25497
ITEM_1085,ORD_1678,PROD_836,SELL_248,2,1140
ITEM_1086,ORD_1533,PROD_489,SELL_99,2,695
ITEM_1087,ORD_1685,PROD_682,SELL_208,4,15826
ITEM_1088,ORD_2675,PROD_479,SELL_22,2,18311
ITEM_1089,ORD_1095,PROD_128,SELL_42,4,43741
ITEM_1090,ORD_2108,PROD_638,SELL_181,4,47736
ITEM_1091,ORD_247,PROD_802,SELL_48,2,35565
ITEM_1092,ORD_2893,PROD_159,SELL_264,1,2027
ITEM_1093,ORD_2259,PROD_574,SELL_198,4,40630
ITEM_1094,ORD_1542,PROD_342,SELL_265,2,12507
ITEM_1095,ORD_2376,PROD_464,SELL_1,4,34217
ITEM_1096,ORD_1620,PROD_165,SELL_77,1,27971
ITEM_1097,ORD_1451,PROD_833,SELL_114,3,11273
ITEM_1098,ORD_1152,PROD_783,SELL_223,4,37351
ITEM_1099,ORD_322,PROD_934,SELL_226,3,45991
ITEM_1100,ORD_355,PROD_319,SELL_55,2,34368
ITEM_1101,ORD_681,PROD_860,SELL_59,4,38584
ITEM_1102,ORD_2997,PROD_158,SELL_151,4,44674
ITEM_1103,ORD_169,PROD_482,SELL_5,1,20897
ITEM_1104,ORD_2097,PROD_140,SELL_66,1,11997
ITEM_1105,ORD_2597,PROD_937,SELL_120,2,36052
ITEM_1106,ORD_599,PROD_950,SELL_199,4,37036
ITEM_1107,ORD_644,PROD_382,SELL_193,3,44179
ITEM_1108,ORD_1282,PROD_82,SELL_287,2,5522
ITEM_1109,ORD_577,PROD_156,SELL_292,1,20133
ITEM_1110,ORD_2799,PROD_702,SELL_147,4,43092
ITEM_1111,ORD_996,PROD_39,SELL_246,3,22309
ITEM_1112,ORD_491,PROD_461,SELL_127,3,40013
ITEM_1113,ORD_2038,PROD_563,SELL_254,2,14676
ITEM_1114,ORD_2733,PROD_388,SELL_34,2,3514
ITEM_1115,ORD_1456,PROD_242,SELL_231,2,32275
ITEM_1116,ORD_2292,PROD_584,SELL_293,2,37437
ITEM_1117,ORD_2090,PROD_237,SELL_228,1,17320
ITEM_1118,ORD_1854,PROD_824,SELL_56,1,9753
ITEM_1119,ORD_2560,PROD_940,SELL_136,1,45942
ITEM_1120,ORD_398,PROD_448,SELL_272,3,31377
ITEM_1121,ORD_2560,PROD_812,SELL_261,4,34129
ITEM_1122,ORD_1016,PROD_480,SELL_135,2,41359
ITEM_1123,ORD_1912,PROD_807,SELL_252,4,48486
ITEM_1124,ORD_1279,PROD_700,SELL_138,4,48096
ITEM_1125,ORD_2019,PROD_721,SELL_19,2,570
ITEM_1126,ORD_2491,PROD_786,SELL_108,4,32607
ITEM_1127,ORD_841,PROD_332,SELL_40,1,20604
ITEM_1128,ORD_1983,PROD_729,SELL_76,4,33021
ITEM_1129,ORD_2584,PROD_899,SELL_82,3,5940
ITEM_1130,ORD_1237,PROD_779,SELL_255,2,7974
ITEM_1131,ORD_947,PROD_668,SELL_203,3,44848
ITEM_1132,ORD_1150,PROD_424,SELL_117,3,12575
ITEM_1133,ORD_1078,PROD_66,SELL_101,3,17289
ITEM_1134,ORD_1539,PROD_859,SELL_34,3,38974
ITEM_1135,ORD_1563,PROD_236,SELL_130,2,5469
ITEM_1136,ORD_1108,PROD_512,SELL_204,3,28173
ITEM_1137,ORD_1842,PROD_967,SELL_67,3,18843
ITEM_1138,ORD_731,PROD_212,SELL_294,3,24019
ITEM_1139,ORD_2419,PROD_344,SELL_131,2,10671
ITEM_1140,ORD_1560,PROD_769,SELL_150,2,40990
ITEM_1141,ORD_822,PROD_459,SELL_66,3,17373
ITEM_1142,ORD_783,PROD_616,SELL_283,1,37131
ITEM_1143,ORD_250,PROD_274,SELL_147,1,7778
ITEM_1144,ORD_565,PROD_573,SELL_139,2,26790
ITEM_1145,ORD_2428,PROD_856,SELL_243,3,19329
ITEM_1146,ORD_2241,PROD_73,SELL_124,2,22887
ITEM_1147,ORD_407,PROD_139,SELL_72,4,2003
ITEM_1148,ORD_1754,PROD_955,SELL_30,2,25805
ITEM_1149,ORD_498,PROD_373,SELL_131,4,4857
ITEM_1150,ORD_2002,PROD_5,SELL_289,1,20563
ITEM_1151,ORD_2221,PROD_211,SELL_48,3,5101
ITEM_1152,ORD_2421,PROD_538,SELL_246,2,14430
ITEM_1153,ORD_343,PROD_916,SELL_289,2,12654
ITEM_1154,ORD_2427,PROD_40,SELL_224,2,11167
ITEM_1155,ORD_1662,PROD_133,SELL_141,2,32620
ITEM_1156,ORD_801,PROD_688,SELL_272,1,47211
ITEM_1157,ORD_1093,PROD_33,SELL_217,2,49428
ITEM_1158,ORD_2496,PROD_490,SELL_263,2,33348
ITEM_1159,ORD_2356,PROD_326,SELL_143,4,43747
ITEM_1160,ORD_1214,PROD_50,SELL_1,4,9247
ITEM_1161,ORD_2544,PROD_128,SELL_217,1,31179
ITEM_1162,ORD_2916,PROD_214,SELL_93,1,17248
ITEM_1163,ORD_778,PROD_609,SELL_209,2,40568
ITEM_1164,ORD_1622,PROD_959,SELL_39,1,10671
ITEM_1165,ORD_1411,PROD_488,SELL_41,4,22235
ITEM_1166,ORD_2876,PROD_902,SELL_209,4,10861
ITEM_1167,ORD_1984,PROD_430,SELL_122,2,26621
ITEM_1168,ORD_2072,PROD_105,SELL_293,3,33691
ITEM_1169,ORD_2501,PROD_671,SELL_54,1,47378
ITEM_1170,ORD_2592,PROD_716,SELL_80,4,25434
ITEM_1171,ORD_2019,PROD_258,SELL_231,4,11078
ITEM_1172,ORD_1647,PROD_363,SELL_94,2,614
ITEM_1173,ORD_1410,PROD_437,SELL_43,2,3049
ITEM_1174,ORD_509,PROD_162,SELL_194,1,24992
ITEM_1175,ORD_43,PROD_828,SELL_122,1,25837
ITEM_1176,ORD_2674,PROD_86,SELL_19,2,41049
ITEM_1177,ORD_1030,PROD_261,SELL_189,1,47331
ITEM_1178,ORD_2637,PROD_192,SELL_55,4,16932
ITEM_1179,ORD_1339,PROD_23,SELL_220,3,1972
ITEM_1180,ORD_12,PROD_614,SELL_174,3,26782
ITEM_1181,ORD_726,PROD_440,SELL_171,4,30457
ITEM_1182,ORD_246,PROD_649,SELL_99,4,5506
ITEM_1183,ORD_1111,PROD_456,SELL_78,2,569
ITEM_1184,ORD_154,PROD_507,SELL_155,4,10683
ITEM_1185,ORD_2835,PROD_20,SELL_288,4,38401
ITEM_1186,ORD_2747,PROD_350,SELL_258,2,35101
ITEM_1187,ORD_862,PROD_118,SELL_138,2,11549
ITEM_1188,ORD_2415,PROD_244,SELL_154,1,5346
ITEM_1189,ORD_1271,PROD_962,SELL_268,2,19890
ITEM_1190,ORD_300,PROD_873,SELL_30,3,18628
ITEM_1191,ORD_76,PROD_22,SELL_157,4,31368
ITEM_1192,ORD_1434,PROD_178,SELL_185,2,18735
ITEM_1193,ORD_1188,PROD_345,SELL_134,4,5981
ITEM_1194,ORD_2042,PROD_524,SELL_43,2,31910
ITEM_1195,ORD_1108,PROD_652,SELL_70,1,12846
ITEM_1196,ORD_258,PROD_595,SELL_139,1,2518
ITEM_1197,ORD_684,PROD_830,SELL_217,4,46247
ITEM_1198,ORD_859,PROD_216,SELL_2,4,27093
ITEM_1199,ORD_1453,PROD_365,SELL_96,2,33594
ITEM_1200,ORD_2741,PROD_972,SELL_182,4,40466
ITEM_1201,ORD_2209,PROD_132,SELL_162,3,21571
ITEM_1202,ORD_2350,PROD_80,SELL_157,3,23895
ITEM_1203,ORD_817,PROD_822,SELL_283,2,36018
ITEM_1204,ORD_2754,PROD_399,SELL_88,4,4395
ITEM_1205,ORD_2005,PROD_3,SELL_23,2,5464
ITEM_1206,ORD_347,PROD_148,SELL_200,3,24855
ITEM_1207,ORD_2062,PROD_160,SELL_88,1,31594
ITEM_1208,ORD_2245,PROD_303,SELL_239,4,29475
ITEM_1209,ORD_138,PROD_502,SELL_56,3,31424
ITEM_1210,ORD_134,PROD_360,SELL_160,4,27439
ITEM_1211,ORD_1650,PROD_960,SELL_23,1,42039
ITEM_1212,ORD_2088,PROD_389,SELL_94,1,8283
ITEM_1213,ORD_1467,PROD_463,SELL_300,1,32327
ITEM_1214,ORD_1809,PROD_292,SELL_77,1,26356
ITEM_1215,ORD_1439,PROD_826,SELL_173,4,37363
ITEM_1216,ORD_806,PROD_406,SELL_54,4,4756
ITEM_1217,ORD_2891,PROD_574,SELL_37,2,25730
ITEM_1218,ORD_1153,PROD_969,SELL_110,4,46007
ITEM_1219,ORD_1168,PROD_427,SELL_43,1,11829
ITEM_1220,ORD_1994,PROD_406,SELL_190,4,7431
ITEM_1221,ORD_2957,PROD_79,SELL_67,3,8363
ITEM_1222,ORD_853,PROD_280,SELL_197,4,39095
ITEM_1223,ORD_1070,PROD_456,SELL_28,1,41043
ITEM_1224,ORD_307,PROD_790,SELL_41,2,30985
ITEM_1225,ORD_2241,PROD_38,SELL_77,4,22576
ITEM_1226,ORD_849,PROD_21,SELL_101,2,49074
ITEM_1227,ORD_111,PROD_18,SELL_252,1,23877
ITEM_1228,ORD_2360,PROD_1,SELL_255,4,13374
ITEM_1229,ORD_104,PROD_444,SELL_96,3,33612
ITEM_1230,ORD_1048,PROD_922,SELL_161,1,29310
ITEM_1231,ORD_440,PROD_925,SELL_135,4,29718
ITEM_1232,ORD_2763,PROD_195,SELL_277,2,11571
ITEM_1233,ORD_126,PROD_359,SELL_45,1,27291
ITEM_1234,ORD_2892,PROD_78,SELL_189,4,6526
ITEM_1235,ORD_1365,PROD_686,SELL_85,4,47758
ITEM_1236,ORD_2841,PROD_27,SELL_54,1,13649
ITEM_1237,ORD_1709,PROD_300,SELL_242,2,37797
ITEM_1238,ORD_1996,PROD_503,SELL_40,2,8330
ITEM_1239,ORD_960,PROD_993,SELL_73,2,37176
ITEM_1240,ORD_1866,PROD_270,SELL_89,4,40897
ITEM_1241,ORD_2381,PROD_858,SELL_225,3,13667
ITEM_1242,ORD_1625,PROD_127,SELL_211,1,15377
ITEM_1243,ORD_1009,PROD_355,SELL_132,1,29249
ITEM_1244,ORD_1656,PROD_773,SELL_107,2,46093
ITEM_1245,ORD_458,PROD_872,SELL_165,2,36657
ITEM_1246,ORD_1889,PROD_93,SELL_14,3,20390
ITEM_1247,ORD_1668,PROD_418,SELL_142,1,28417
ITEM_1248,ORD_431,PROD_628,SELL_77,3,46024
ITEM_1249,ORD_2939,PROD_239,SELL_252,2,10592
ITEM_1250,ORD_2353,PROD_455,SELL_217,4,24307
ITEM_1251,ORD_1825,PROD_62,SELL_198,3,11602
ITEM_1252,ORD_1955,PROD_278,SELL_42,3,26948
ITEM_1253,ORD_931,PROD_456,SELL_259,3,22805
ITEM_1254,ORD_2641,PROD_196,SELL_22,1,4827
ITEM_1255,ORD_2193,PROD_489,SELL_78,1,14565
ITEM_1256,ORD_2289,PROD_818,SELL_244,4,10695
ITEM_1257,ORD_1679,PROD_700,SELL_32,2,557
ITEM_1258,ORD_1805,PROD_248,SELL_30,1,13055
ITEM_1259,ORD_328,PROD_227,SELL_202,1,11762
ITEM_1260,ORD_1650,PROD_429,SELL_67,3,15442
ITEM_1261,ORD_713,PROD_127,SELL_284,1,5301
ITEM_1262,ORD_603,PROD_909,SELL_82,2,9500
ITEM_1263,ORD_1271,PROD_442,SELL_161,1,30278
ITEM_1264,ORD_2248,PROD_524,SELL_193,4,24304
ITEM_1265,ORD_476,PROD_481,SELL_201,1,2459
ITEM_1266,ORD_1945,PROD_184,SELL_41,3,15006
ITEM_1267,ORD_1440,PROD_471,SELL_62,4,4993
ITEM_1268,ORD_1047,PROD_360,SELL_45,2,30084
ITEM_1269,ORD_657,PROD_270,SELL_263,4,12068
ITEM_1270,ORD_2105,PROD_368,SELL_143,1,30893
ITEM_1271,ORD_582,PROD_345,SELL_12,1,11706
ITEM_1272,ORD_2809,PROD_510,SELL_287,1,14972
ITEM_1273,ORD_1954,PROD_40,SELL_58,1,25553
ITEM_1274,ORD_1258,PROD_512,SELL_1,2,28445
ITEM_1275,ORD_2413,PROD_387,SELL_182,4,28309
ITEM_1276,ORD_461,PROD_900,SELL_219,3,4834
ITEM_1277,ORD_2446,PROD_115,SELL_225,2,9664
ITEM_1278,ORD_2001,PROD_192,SELL_162,1,2611
ITEM_1279,ORD_266,PROD_680,SELL_257,3,43229
ITEM_1280,ORD_1687,PROD_887,SELL_168,3,682
ITEM_1281,ORD_2873,PROD_579,SELL_267,3,1084
ITEM_1282,ORD_2655,PROD_439,SELL_179,1,38136
ITEM_1283,ORD_4,PROD_790,SELL_16,4,39740
ITEM_1284,ORD_2150,PROD_979,SELL_132,2,38620
ITEM_1285,ORD_2725,PROD_435,SELL_300,4,31753
ITEM_1286,ORD_785,PROD_616,SELL_245,4,35631
ITEM_1287,ORD_533,PROD_968,SELL_110,3,15890
ITEM_1288,ORD_249,PROD_643,SELL_136,3,17075
ITEM_1289,ORD_1450,PROD_191,SELL_232,4,35945
ITEM_1290,ORD_875,PROD_538,SELL_35,1,25057
ITEM_1291,ORD_1184,PROD_292,SELL_148,1,2567
ITEM_1292,ORD_34,PROD_73,SELL_194,2,1137
ITEM_1293,ORD_1874,PROD_374,SELL_87,4,9592
ITEM_1294,ORD_1032,PROD_709,SELL_101,2,37461
ITEM_1295,ORD_2898,PROD_516,SELL_219,4,19625
ITEM_1296,ORD_179,PROD_467,SELL_64,3,24273
ITEM_1297,ORD_2405,PROD_72,SELL_126,1,39033
ITEM_1298,ORD_1776,PROD_558,SELL_52,2,14565
ITEM_1299,ORD_332,PROD_208,SELL_15,3,35761
ITEM_1300,ORD_2438,PROD_556,SELL_58,2,47822
ITEM_1301,ORD_1146,PROD_920,SELL_289,3,10220
ITEM_1302,ORD_2666,PROD_878,SELL_68,1,23870
ITEM_1303,ORD_1142,PROD_674,SELL_60,1,37841
ITEM_1304,ORD_1334,PROD_366,SELL_56,4,9511
ITEM_1305,ORD_2482,PROD_530,SELL_238,3,39977
ITEM_1306,ORD_2134,PROD_3,SELL_231,3,2145
ITEM_1307,ORD_898,PROD_903,SELL_26,3,3880
ITEM_1308,ORD_1756,PROD_485,SELL_283,2,36965
ITEM_1309,ORD_480,PROD_276,SELL_138,3,41088
ITEM_1310,ORD_2676,PROD_386,SELL_241,3,44804
ITEM_1311,ORD_1921,PROD_314,SELL_174,1,9671
ITEM_1312,ORD_1936,PROD_932,SELL_232,4,28295
ITEM_1313,ORD_746,PROD_542,SELL_108,4,42605
ITEM_1314,ORD_2040,PROD_22,SELL_211,2,7634
ITEM_1315,ORD_293,PROD_612,SELL_156,2,10549
ITEM_1316,ORD_1499,PROD_731,SELL_273,4,15577
ITEM_1317,ORD_979,PROD_435,SELL_214,1,32405
ITEM_1318,ORD_885,PROD_553,SELL_206,4,46126
ITEM_1319,ORD_718,PROD_770,SELL_47,1,46961
ITEM_1320,ORD_1175,PROD_350,SELL_193,4,40406
ITEM_1321,ORD_627,PROD_446,SELL_219,2,35198
ITEM_1322,ORD_413,PROD_92,SELL_154,4,8413
ITEM_1323,ORD_2891,PROD_947,SELL_84,3,41165
ITEM_1324,ORD_2500,PROD_544,SELL_105,2,33176
ITEM_1325,ORD_507,PROD_689,SELL_91,2,18793
ITEM_1326,ORD_2944,PROD_693,SELL_236,4,16908
ITEM_1327,ORD_1245,PROD_787,SELL_15,2,18488
ITEM_1328,ORD_2573,PROD_635,SELL_195,1,46105
ITEM_1329,ORD_980,PROD_265,SELL_223,2,14364
ITEM_1330,ORD_2376,PROD_540,SELL_173,4,33683
ITEM_1331,ORD_2246,PROD_184,SELL_249,1,39751
ITEM_1332,ORD_34,PROD_584,SELL_276,2,177
ITEM_1333,ORD_2059,PROD_902,SELL_8,3,32418
ITEM_1334,ORD_252,PROD_215,SELL_78,4,29217
ITEM_1335,ORD_2373,PROD_750,SELL_72,4,29462
ITEM_1336,ORD_103,PROD_244,SELL_84,1,36194
ITEM_1337,ORD_1137,PROD_419,SELL_71,4,4590
ITEM_1338,ORD_606,PROD_633,SELL_233,4,33975
ITEM_1339,ORD_1088,PROD_650,SELL_300,4,16058
ITEM_1340,ORD_502,PROD_171,SELL_275,1,34256
ITEM_1341,ORD_237,PROD_685,SELL_43,1,10156
ITEM_1342,ORD_2187,PROD_339,SELL_82,4,16929
ITEM_1343,ORD_504,PROD_279,SELL_229,2,46844
ITEM_1344,ORD_2244,PROD_413,SELL_13,2,33667
ITEM_1345,ORD_1075,PROD_961,SELL_235,2,22817
ITEM_1346,ORD_1844,PROD_855,SELL_296,4,48055
ITEM_1347,ORD_929,PROD_773,SELL_66,1,30890
ITEM_1348,ORD_1402,PROD_779,SELL_141,4,11205
ITEM_1349,ORD_2123,PROD_13,SELL_265,4,18420
ITEM_1350,ORD_28,PROD_32,SELL_193,2,41474
ITEM_1351,ORD_577,PROD_382,SELL_108,3,47582
ITEM_1352,ORD_972,PROD_728,SELL_261,2,20991
ITEM_1353,ORD_747,PROD_373,SELL_74,4,29276
ITEM_1354,ORD_2706,PROD_457,SELL_129,3,33090
ITEM_1355,ORD_2425,PROD_413,SELL_204,3,15646
ITEM_1356,ORD_2382,PROD_461,SELL_33,1,889
ITEM_1357,ORD_2260,PROD_390,SELL_45,4,46170
ITEM_1358,ORD_474,PROD_672,SELL_46,1,2568
ITEM_1359,ORD_958,PROD_756,SELL_110,3,12330
ITEM_1360,ORD_2077,PROD_576,SELL_41,2,9563
ITEM_1361,ORD_2684,PROD_927,SELL_293,1,3204
ITEM_1362,ORD_1150,PROD_904,SELL_84,3,13229
ITEM_1363,ORD_990,PROD_29,SELL_7,2,35061
ITEM_1364,ORD_2277,PROD_108,SELL_77,4,40393
ITEM_1365,ORD_915,PROD_876,SELL_171,3,29727
ITEM_1366,ORD_1771,PROD_449,SELL_258,3,49240
ITEM_1367,ORD_810,PROD_909,SELL_15,2,26316
ITEM_1368,ORD_2568,PROD_547,SELL_184,2,15546
ITEM_1369,ORD_63,PROD_391,SELL_203,2,8304
ITEM_1370,ORD_2356,PROD_720,SELL_120,1,18829
ITEM_1371,ORD_772,PROD_876,SELL_272,1,41385
ITEM_1372,ORD_2079,PROD_237,SELL_147,3,35802
ITEM_1373,ORD_1506,PROD_675,SELL_269,2,31681
ITEM_1374,ORD_775,PROD_863,SELL_33,2,3370
ITEM_1375,ORD_232,PROD_683,SELL_300,4,27509
ITEM_1376,ORD_875,PROD_421,SELL_160,3,12262
ITEM_1377,ORD_2545,PROD_616,SELL_106,1,16201
ITEM_1378,ORD_1527,PROD_522,SELL_31,2,13516
ITEM_1379,ORD_1896,PROD_881,SELL_31,2,11379
ITEM_1380,ORD_1719,PROD_301,SELL_124,1,18227
ITEM_1381,ORD_330,PROD_92,SELL_265,2,16966
ITEM_1382,ORD_2412,PROD_667,SELL_64,1,1393
ITEM_1383,ORD_164,PROD_487,SELL_110,3,39185
ITEM_1384,ORD_1903,PROD_850,SELL_75,4,17516
ITEM_1385,ORD_584,PROD_172,SELL_254,1,25173
ITEM_1386,ORD_2316,PROD_811,SELL_196,3,48281
ITEM_1387,ORD_2078,PROD_814,SELL_290,3,7811
ITEM_1388,ORD_2087,PROD_172,SELL_158,3,16770
ITEM_1389,ORD_2400,PROD_139,SELL_214,2,11639
ITEM_1390,ORD_597,PROD_96,SELL_94,4,6963
ITEM_1391,ORD_906,PROD_757,SELL_261,4,23781
ITEM_1392,ORD_1422,PROD_627,SELL_11,3,11641
ITEM_1393,ORD_1522,PROD_370,SELL_49,1,44113
ITEM_1394,ORD_2842,PROD_759,SELL_79,1,9186
ITEM_1395,ORD_2556,PROD_983,SELL_86,2,12517
ITEM_1396,ORD_2435,PROD_957,SELL_253,1,45070
ITEM_1397,ORD_312,PROD_639,SELL_57,1,31427
ITEM_1398,ORD_133,PROD_50,SELL_162,1,36308
ITEM_1399,ORD_2050,PROD_981,SELL_139,2,7307
ITEM_1400,ORD_2728,PROD_280,SELL_237,4,35146
ITEM_1401,ORD_223,PROD_824,SELL_162,1,33104
ITEM_1402,ORD_327,PROD_505,SELL_142,4,15633
ITEM_1403,ORD_2608,PROD_404,SELL_60,3,18383
ITEM_1404,ORD_1058,PROD_679,SELL_118,1,45316
ITEM_1405,ORD_1376,PROD_102,SELL_262,3,3565
ITEM_1406,ORD_2151,PROD_930,SELL_7,3,34629
ITEM_1407,ORD_2474,PROD_451,SELL_68,4,31646
ITEM_1408,ORD_2269,PROD_609,SELL_113,4,40513
ITEM_1409,ORD_2799,PROD_669,SELL_35,1,15403
ITEM_1410,ORD_423,PROD_1000,SELL_57,1,32650
ITEM_1411,ORD_1964,PROD_938,SELL_176,2,42816
ITEM_1412,ORD_1175,PROD_425,SELL_227,2,25071
ITEM_1413,ORD_288,PROD_491,SELL_168,3,24848
ITEM_1414,ORD_1771,PROD_246,SELL_163,3,21793
ITEM_1415,ORD_1752,PROD_266,SELL_29,2,27720
ITEM_1416,ORD_1128,PROD_879,SELL_238,4,34946
ITEM_1417,ORD_2201,PROD_718,SELL_35,3,7953
ITEM_1418,ORD_567,PROD_123,SELL_102,3,33106
ITEM_1419,ORD_1722,PROD_833,SELL_153,3,36865
ITEM_1420,ORD_1827,PROD_653,SELL_270,2,40133
ITEM_1421,ORD_1081,PROD_783,SELL_235,4,32727
ITEM_1422,ORD_1701,PROD_287,SELL_15,2,26165
ITEM_1423,ORD_2547,PROD_847,SELL_157,4,15387
ITEM_1424,ORD_22,PROD_263,SELL_36,4,31188
ITEM_1425,ORD_2990,PROD_964,SELL_87,3,29641
ITEM_1426,ORD_1840,PROD_412,SELL_20,4,33866
ITEM_1427,ORD_1519,PROD_293,SELL_145,3,35691
ITEM_1428,ORD_243,PROD_390,SELL_265,2,16287
ITEM_1429,ORD_2665,PROD_574,SELL_237,1,21697
ITEM_1430,ORD_551,PROD_43,SELL_14,2,48024
ITEM_1431,ORD_661,PROD_377,SELL_33,4,2995
ITEM_1432,ORD_1954,PROD_309,SELL_288,3,34044
ITEM_1433,ORD_2222,PROD_111,SELL_98,2,27007
ITEM_1434,ORD_1948,PROD_196,SELL_109,1,30071
ITEM_1435,ORD_2862,PROD_452,SELL_114,2,49435
ITEM_1436,ORD_760,PROD_643,SELL_153,3,35104
ITEM_1437,ORD_1661,PROD_140,SELL_287,4,9521
ITEM_1438,ORD_1449,PROD_405,SELL_152,2,28403
ITEM_1439,ORD_1155,PROD_774,SELL_30,1,16099
ITEM_1440,ORD_1100,PROD_757,SELL_146,3,23532
ITEM_1441,ORD_1177,PROD_653,SELL_207,3,3217
ITEM_1442,ORD_1197,PROD_12,SELL_249,1,14616
ITEM_1443,ORD_952,PROD_687,SELL_280,2,14945
ITEM_1444,ORD_2160,PROD_233,SELL_190,1,42871
ITEM_1445,ORD_528,PROD_219,SELL_187,2,48687
ITEM_1446,ORD_117,PROD_984,SELL_9,2,47616
ITEM_1447,ORD_1564,PROD_450,SELL_122,2,12124
ITEM_1448,ORD_1027,PROD_983,SELL_202,2,24032
ITEM_1449,ORD_658,PROD_560,SELL_151,1,17240
ITEM_1450,ORD_2515,PROD_752,SELL_275,3,12458
ITEM_1451,ORD_1384,PROD_404,SELL_244,4,49913
ITEM_1452,ORD_958,PROD_563,SELL_290,3,29899
ITEM_1453,ORD_1782,PROD_940,SELL_21,2,33318
ITEM_1454,ORD_1049,PROD_446,SELL_249,1,44470
ITEM_1455,ORD_2720,PROD_68,SELL_130,2,26116
ITEM_1456,ORD_2105,PROD_938,SELL_27,2,3381
ITEM_1457,ORD_1243,PROD_173,SELL_34,4,29123
ITEM_1458,ORD_1706,PROD_567,SELL_207,1,28288
ITEM_1459,ORD_641,PROD_508,SELL_172,3,30678
ITEM_1460,ORD_2428,PROD_137,SELL_183,3,21902
ITEM_1461,ORD_649,PROD_528,SELL_131,1,45623
ITEM_1462,ORD_151,PROD_181,SELL_93,4,24227
ITEM_1463,ORD_2925,PROD_825,SELL_267,2,25929
ITEM_1464,ORD_232,PROD_774,SELL_217,1,36102
ITEM_1465,ORD_2479,PROD_181,SELL_89,4,43762
ITEM_1466,ORD_1042,PROD_742,SELL_1,3,29864
ITEM_1467,ORD_2722,PROD_497,SELL_10,4,3641
ITEM_1468,ORD_1779,PROD_620,SELL_32,1,26184
ITEM_1469,ORD_1150,PROD_579,SELL_283,2,36725
ITEM_1470,ORD_1337,PROD_19,SELL_9,3,18598
ITEM_1471,ORD_356,PROD_410,SELL_57,2,43138
ITEM_1472,ORD_1116,PROD_552,SELL_175,1,24492
ITEM_1473,ORD_223,PROD_283,SELL_264,3,48158
ITEM_1474,ORD_951,PROD_846,SELL_194,3,32668
ITEM_1475,ORD_1059,PROD_468,SELL_99,4,28412
ITEM_1476,ORD_1289,PROD_480,SELL_241,1,12744
ITEM_1477,ORD_347,PROD_922,SELL_41,3,33685
ITEM_1478,ORD_505,PROD_313,SELL_73,4,12185
ITEM_1479,ORD_922,PROD_342,SELL_229,1,36217
ITEM_1480,ORD_1892,PROD_547,SELL_32,1,26252
ITEM_1481,ORD_843,PROD_31,SELL_119,1,29418
ITEM_1482,ORD_1284,PROD_552,SELL_80,3,7668
ITEM_1483,ORD_999,PROD_164,SELL_67,2,22079
ITEM_1484,ORD_1505,PROD_902,SELL_127,4,43515
ITEM_1485,ORD_2454,PROD_811,SELL_126,1,49544
ITEM_1486,ORD_2352,PROD_947,SELL_75,2,42709
ITEM_1487,ORD_74,PROD_715,SELL_287,4,16262
ITEM_1488,ORD_110,PROD_712,SELL_57,2,41744
ITEM_1489,ORD_1753,PROD_278,SELL_144,1,33977
ITEM_1490,ORD_1007,PROD_68,SELL_240,1,1857
ITEM_1491,ORD_1277,PROD_983,SELL_211,2,36863
ITEM_1492,ORD_1463,PROD_40,SELL_156,2,35347
ITEM_1493,ORD_83,PROD_878,SELL_277,1,16488
ITEM_1494,ORD_967,PROD_496,SELL_22,3,38234
ITEM_1495,ORD_221,PROD_836,SELL_109,4,19734
ITEM_1496,ORD_951,PROD_300,SELL_153,1,1766
ITEM_1497,ORD_2306,PROD_16,SELL_137,4,14405
ITEM_1498,ORD_2793,PROD_257,SELL_224,4,33846
ITEM_1499,ORD_2994,PROD_131,SELL_30,2,7809
ITEM_1500,ORD_64,PROD_80,SELL_165,2,11287
ITEM_1501,ORD_2108,PROD_294,SELL_297,4,20375
ITEM_1502,ORD_2300,PROD_819,SELL_236,3,19111
ITEM_1503,ORD_2869,PROD_299,SELL_184,2,37314
