order_id,order_date,customer_id,payment_type,order_status,order_amount
ORD_437,2025-06-05,CUST_1413,Credit Card,Delivered,19798
ORD_438,2025-10-14,CUST_639,Net Banking,Processing,49537
ORD_439,2025-08-19,CUST_1435,Net Banking,Canceled,22130
ORD_440,2025-08-23,CUST_1550,Credit Card,Shipped,9547
ORD_441,2024-05-05,CUST_192,Net Banking,Processing,7755
ORD_442,2024-05-11,CUST_916,COD,Delivered,4653
ORD_443,2023-12-07,CUST_942,UPI,Processing,15100
ORD_444,2024-09-18,CUST_91,COD,Delivered,36111
ORD_445,2024-04-22,CUST_97,Credit Card,Canceled,13476
ORD_446,2025-05-21,CUST_68,Net Banking,Processing,8417
ORD_447,2025-01-08,CUST_356,Debit Card,Shipped,51789
ORD_448,2025-03-07,CUST_1112,Credit Card,Canceled,17380
ORD_449,2025-01-27,CUST_603,Debit Card,Delivered,57661
ORD_450,2025-08-13,CUST_464,Credit Card,Delivered,36453
ORD_451,2025-07-10,CUST_1631,Credit Card,Shipped,21043
ORD_452,2025-03-16,CUST_898,UPI,Delivered,12703
ORD_453,2024-09-10,CUST_1632,Net Banking,Delivered,8830
ORD_454,2025-09-08,CUST_1184,COD,Returned,43039
ORD_455,2025-07-25,CUST_270,UPI,Processing,14898
ORD_456,2024-11-06,CUST_1364,Debit Card,Canceled,3742
ORD_457,2024-02-09,CUST_940,COD,Canceled,8359
ORD_458,2024-07-31,CUST_1611,COD,Shipped,42122
ORD_459,2024-03-17,CUST_1483,Net Banking,Canceled,38615
ORD_460,2025-03-20,CUST_1194,UPI,Delivered,29456
ORD_461,2025-04-28,CUST_591,COD,Canceled,10862
ORD_462,2025-01-20,CUST_576,Credit Card,Shipped,12301
ORD_463,2024-09-11,CUST_281,Net Banking,Canceled,18350
ORD_464,2025-02-14,CUST_1122,Debit Card,Delivered,49084
ORD_465,2024-08-04,CUST_1614,Net Banking,Delivered,15746
ORD_466,2024-12-23,CUST_1585,Credit Card,Canceled,6316
ORD_467,2025-09-17,CUST_252,Debit Card,Returned,19598
ORD_468,2024-07-14,CUST_1209,Debit Card,Shipped,21898
ORD_469,2024-11-06,CUST_1204,Debit Card,Delivered,36240
ORD_470,2024-04-27,CUST_264,Debit Card,Shipped,47197
ORD_471,2024-06-07,CUST_1021,COD,Shipped,51895
ORD_472,2025-03-24,CUST_1207,COD,Canceled,47127
ORD_473,2024-01-21,CUST_230,UPI,Shipped,48495
ORD_474,2024-11-13,CUST_147,Debit Card,Returned,9701
ORD_475,2025-07-07,CUST_302,Credit Card,Shipped,12336
ORD_476,2024-01-19,CUST_990,COD,Shipped,7713
ORD_477,2024-11-08,CUST_1908,Net Banking,Shipped,33967
ORD_478,2024-01-01,CUST_1504,Credit Card,Canceled,37326
ORD_479,2025-04-02,CUST_1530,COD,Processing,22038
ORD_480,2025-10-22,CUST_569,Credit Card,Shipped,26959
ORD_481,2025-08-06,CUST_387,Debit Card,Processing,31583
ORD_482,2024-10-10,CUST_1024,UPI,Delivered,55444
ORD_483,2025-10-20,CUST_247,COD,Shipped,24494
ORD_484,2024-10-12,CUST_381,UPI,Canceled,46908
ORD_485,2024-06-14,CUST_591,Debit Card,Returned,49143
ORD_486,2025-08-02,CUST_218,COD,Delivered,59939
ORD_487,2025-09-16,CUST_1206,Debit Card,Processing,38061
ORD_488,2025-03-16,CUST_584,Credit Card,Shipped,6055
ORD_489,2023-12-14,CUST_1288,Credit Card,Delivered,41053
ORD_490,2024-09-30,CUST_384,Debit Card,Delivered,33945
ORD_491,2024-11-06,CUST_1442,COD,Processing,23757
ORD_492,2024-03-19,CUST_976,UPI,Processing,23252
ORD_493,2024-07-28,CUST_64,COD,Returned,48122
ORD_494,2023-12-18,CUST_609,Debit Card,Canceled,14552
ORD_495,2024-12-11,CUST_1100,Credit Card,Returned,8546
ORD_496,2025-04-18,CUST_1690,Debit Card,Canceled,49493
ORD_497,2025-08-01,CUST_767,Net Banking,Returned,11935
ORD_498,2024-07-05,CUST_1094,COD,Returned,58667
ORD_499,2024-01-04,CUST_1573,Net Banking,Returned,39030
ORD_500,2024-04-10,CUST_103,Credit Card,Canceled,48676
ORD_501,2024-05-10,CUST_86,Debit Card,Delivered,42142
ORD_502,2025-03-11,CUST_426,COD,Returned,55008
ORD_503,2024-01-24,CUST_1661,COD,Returned,10551
ORD_504,2025-01-06,CUST_1074,Debit Card,Canceled,26259
ORD_505,2025-09-20,CUST_455,UPI,Processing,6399
ORD_506,2024-08-28,CUST_1548,COD,Delivered,39960
ORD_507,2024-10-24,CUST_372,Net Banking,Processing,10005
ORD_508,2024-06-24,CUST_852,Net Banking,Processing,39285
ORD_509,2025-03-26,CUST_1858,Credit Card,Canceled,46413
ORD_510,2025-09-05,CUST_644,Credit Card,Delivered,14266
ORD_511,2024-11-16,CUST_395,UPI,Canceled,12225
ORD_512,2024-07-27,CUST_1041,COD,Processing,39987
ORD_513,2025-03-22,CUST_1710,Debit Card,Delivered,37418
ORD_514,2024-08-22,CUST_16,UPI,Shipped,43569
ORD_515,2024-05-10,CUST_1389,UPI,Canceled,16218
ORD_516,2024-02-12,CUST_333,Credit Card,Delivered,29355
ORD_517,2024-08-04,CUST_1825,Net Banking,Returned,14750
ORD_518,2024-01-07,CUST_315,Debit Card,Returned,42817
ORD_519,2024-05-23,CUST_1351,Net Banking,Delivered,52928
ORD_520,2024-11-13,CUST_326,Credit Card,Delivered,47096
ORD_521,2025-09-24,CUST_114,UPI,Returned,24164
ORD_522,2025-10-09,CUST_1137,Credit Card,Returned,8094
ORD_523,2025-07-20,CUST_1216,Credit Card,Returned,21633
ORD_524,2024-01-21,CUST_1931,Net Banking,Delivered,58703
ORD_525,2023-12-19,CUST_411,COD,Returned,33742
ORD_526,2023-12-10,CUST_1065,Credit Card,Processing,50018
ORD_527,2024-10-10,CUST_1306,COD,Processing,10601
ORD_528,2024-11-10,CUST_844,Debit Card,Shipped,47763
ORD_529,2025-10-13,CUST_1412,Credit Card,Canceled,52838
ORD_530,2024-02-06,CUST_1586,Net Banking,Canceled,45391
ORD_531,2024-09-30,CUST_164,UPI,Processing,23830
ORD_532,2025-04-04,CUST_1830,UPI,Processing,54177
ORD_533,2025-02-14,CUST_652,Debit Card,Delivered,52596
ORD_534,2024-10-03,CUST_705,Debit Card,Returned,22712
ORD_535,2023-12-26,CUST_1301,UPI,Canceled,34146
ORD_536,2024-11-08,CUST_1050,Debit Card,Shipped,30069
ORD_537,2024-12-13,CUST_256,COD,Delivered,12300
ORD_538,2025-08-15,CUST_1316,UPI,Returned,51102
ORD_539,2025-04-05,CUST_1940,UPI,Delivered,26785
ORD_540,2025-01-16,CUST_280,COD,Processing,55098
ORD_541,2024-02-04,CUST_186,COD,Processing,56559
ORD_542,2024-02-20,CUST_1585,Credit Card,Shipped,30435
ORD_543,2024-01-05,CUST_15,Net Banking,Shipped,43497
ORD_544,2024-10-10,CUST_153,UPI,Canceled,14855
ORD_545,2024-11-29,CUST_1944,Debit Card,Shipped,23006
ORD_546,2024-05-25,CUST_1519,Net Banking,Canceled,50003
ORD_547,2024-08-16,CUST_1555,COD,Returned,7416
ORD_548,2023-12-19,CUST_1396,Debit Card,Shipped,59685
ORD_549,2025-02-23,CUST_643,Debit Card,Returned,11148
ORD_550,2025-08-26,CUST_84,Net Banking,Canceled,28020
ORD_551,2024-11-02,CUST_79,COD,Delivered,20109
ORD_552,2024-02-14,CUST_43,COD,Shipped,8455
ORD_553,2024-12-30,CUST_1759,Net Banking,Canceled,16706
ORD_554,2024-01-04,CUST_318,Net Banking,Processing,51908
ORD_555,2025-05-08,CUST_568,UPI,Delivered,52553
ORD_556,2025-09-12,CUST_1267,Net Banking,Processing,18171
ORD_557,2025-10-10,CUST_582,Net Banking,Canceled,52614
ORD_558,2024-04-13,CUST_926,Credit Card,Returned,51911
ORD_559,2024-05-16,CUST_1557,Net Banking,Returned,3154
ORD_560,2025-06-05,CUST_946,Net Banking,Canceled,58350
ORD_561,2024-03-29,CUST_1957,Net Banking,Shipped,49907
ORD_562,2025-05-19,CUST_245,Net Banking,Canceled,58723
ORD_563,2024-05-22,CUST_1921,UPI,Returned,45331
ORD_564,2025-04-08,CUST_732,Net Banking,Shipped,47799
ORD_565,2025-08-04,CUST_337,Debit Card,Processing,34205
ORD_566,2024-11-27,CUST_636,Credit Card,Returned,49706
ORD_567,2025-06-17,CUST_1969,COD,Returned,1072
ORD_568,2025-03-09,CUST_756,Credit Card,Processing,6471
ORD_569,2024-10-03,CUST_1635,Net Banking,Returned,23706
ORD_570,2024-01-28,CUST_893,COD,Shipped,44113
ORD_571,2024-08-14,CUST_251,Credit Card,Shipped,50188
ORD_572,2025-09-11,CUST_1550,UPI,Shipped,46760
ORD_573,2025-01-18,CUST_1867,Credit Card,Shipped,50817
ORD_574,2024-07-23,CUST_1513,Credit Card,Shipped,58880
ORD_575,2025-06-07,CUST_969,UPI,Canceled,16128
ORD_576,2024-01-04,CUST_1686,Credit Card,Shipped,30075
ORD_577,2024-08-30,CUST_1478,COD,Canceled,37568
ORD_578,2024-11-08,CUST_1970,Credit Card,Processing,22795
ORD_579,2024-08-22,CUST_1835,Net Banking,Processing,2154
ORD_580,2025-04-14,CUST_196,COD,Shipped,56687
ORD_581,2024-11-11,CUST_963,Credit Card,Delivered,4889
ORD_582,2025-04-05,CUST_942,Net Banking,Canceled,50681
ORD_583,2025-10-03,CUST_553,Debit Card,Canceled,26753
ORD_584,2025-10-22,CUST_1618,Credit Card,Delivered,16475
ORD_585,2024-08-09,CUST_1134,Credit Card,Shipped,54120
ORD_586,2025-02-19,CUST_1143,UPI,Shipped,38737
ORD_587,2025-10-12,CUST_978,Debit Card,Returned,42771
ORD_588,2025-02-21,CUST_1328,Credit Card,Delivered,43280
ORD_589,2024-05-10,CUST_789,Net Banking,Returned,52588
ORD_590,2024-07-06,CUST_717,UPI,Delivered,23111
ORD_591,2025-04-10,CUST_90,COD,Returned,10529
ORD_592,2024-03-03,CUST_983,COD,Returned,50461
ORD_593,2024-07-14,CUST_337,Net Banking,Processing,53282
ORD_594,2024-12-30,CUST_602,Debit Card,Shipped,41572
ORD_595,2025-05-22,CUST_1354,Debit Card,Canceled,58444
ORD_596,2025-03-30,CUST_1559,Debit Card,Shipped,3584
ORD_597,2024-04-18,CUST_1058,UPI,Returned,57107
ORD_598,2024-08-29,CUST_741,Net Banking,Processing,56015
ORD_599,2024-05-27,CUST_1320,UPI,Processing,16391
ORD_600,2024-01-23,CUST_357,Debit Card,Processing,2932
ORD_601,2025-04-15,CUST_725,COD,Canceled,14665
ORD_602,2025-04-22,CUST_1437,UPI,Processing,47295
ORD_603,2025-01-14,CUST_1312,UPI,Shipped,45540
ORD_604,2024-09-02,CUST_1802,UPI,Processing,26803
ORD_605,2025-06-24,CUST_1077,Debit Card,Shipped,54006
ORD_606,2024-05-28,CUST_1413,COD,Shipped,8207
ORD_607,2025-10-16,CUST_779,COD,Shipped,50265
ORD_608,2025-05-08,CUST_443,COD,Delivered,4370
ORD_609,2025-05-20,CUST_591,Net Banking,Delivered,34435
ORD_610,2024-05-01,CUST_1345,Debit Card,Returned,53021
ORD_611,2025-09-12,CUST_1832,Debit Card,Returned,47845
ORD_612,2023-12-06,CUST_1093,Net Banking,Returned,9004
ORD_613,2025-06-08,CUST_1738,Debit Card,Returned,51143
ORD_614,2024-11-17,CUST_572,UPI,Canceled,43087
ORD_615,2025-03-04,CUST_1271,Net Banking,Processing,40957
ORD_616,2024-10-20,CUST_1262,Debit Card,Processing,16550
ORD_617,2025-08-24,CUST_517,Debit Card,Delivered,56811
ORD_618,2024-10-31,CUST_1006,Debit Card,Canceled,53094
ORD_619,2024-12-22,CUST_621,Credit Card,Returned,16445
ORD_620,2025-11-16,CUST_1232,Debit Card,Processing,34798
ORD_621,2025-03-13,CUST_905,UPI,Processing,32531
ORD_622,2025-03-10,CUST_1512,Credit Card,Returned,16689
ORD_623,2024-06-18,CUST_323,Net Banking,Returned,7414
ORD_624,2024-07-19,CUST_1829,Credit Card,Canceled,12149
ORD_625,2025-04-17,CUST_1904,COD,Shipped,10485
ORD_626,2023-12-29,CUST_1775,UPI,Delivered,4919
ORD_627,2024-07-25,CUST_1145,UPI,Processing,36774
ORD_628,2024-04-01,CUST_1560,Credit Card,Processing,54770
ORD_629,2025-10-01,CUST_295,Debit Card,Returned,30009
ORD_630,2024-07-15,CUST_1850,Credit Card,Shipped,18283
ORD_631,2025-07-19,CUST_1606,UPI,Delivered,50368
ORD_632,2025-03-09,CUST_1401,UPI,Shipped,46131
ORD_633,2024-07-08,CUST_1846,Credit Card,Shipped,1800
ORD_634,2024-07-08,CUST_68,UPI,Returned,28049
ORD_635,2024-03-01,CUST_617,Credit Card,Canceled,24920
ORD_636,2024-08-11,CUST_368,UPI,Canceled,2331
ORD_637,2025-04-08,CUST_308,COD,Canceled,23714
ORD_638,2025-05-17,CUST_1668,COD,Shipped,33718
ORD_639,2025-11-04,CUST_1021,Net Banking,Processing,11821
ORD_640,2024-08-27,CUST_397,COD,Processing,228
ORD_641,2024-03-23,CUST_1949,COD,Processing,8269
ORD_642,2025-02-27,CUST_1069,Debit Card,Delivered,5219
ORD_643,2025-05-20,CUST_1115,UPI,Returned,35780
ORD_644,2024-08-27,CUST_605,Credit Card,Shipped,379
ORD_645,2025-04-23,CUST_1883,Net Banking,Processing,41780
ORD_646,2024-05-24,CUST_1705,UPI,Processing,56028
ORD_647,2025-02-04,CUST_668,Net Banking,Returned,9606
ORD_648,2025-03-24,CUST_1450,Net Banking,Processing,43181
ORD_649,2025-02-10,CUST_1870,UPI,Processing,8400
ORD_650,2024-09-20,CUST_1754,COD,Canceled,2271
ORD_651,2024-11-14,CUST_280,Credit Card,Delivered,14541
ORD_652,2023-12-16,CUST_1008,UPI,Returned,25868
ORD_653,2025-10-24,CUST_307,Credit Card,Delivered,30656
ORD_654,2024-07-23,CUST_1191,Debit Card,Shipped,46742
ORD_655,2025-03-13,CUST_1791,UPI,Processing,23308
ORD_656,2024-05-26,CUST_1194,Debit Card,Returned,57214
ORD_657,2025-10-02,CUST_82,Debit Card,Processing,35182
ORD_658,2024-01-01,CUST_358,Net Banking,Shipped,21336
ORD_659,2024-01-28,CUST_388,COD,Canceled,21698
ORD_660,2024-11-03,CUST_137,COD,Shipped,21072
ORD_661,2025-02-08,CUST_129,UPI,Processing,8876
ORD_662,2025-09-12,CUST_1332,Credit Card,Delivered,20069
ORD_663,2024-07-21,CUST_173,Credit Card,Delivered,9746
ORD_664,2024-03-30,CUST_593,Debit Card,Canceled,53143
ORD_665,2025-03-03,CUST_1740,Credit Card,Returned,11039
ORD_666,2024-11-01,CUST_88,UPI,Shipped,46416
ORD_667,2025-06-04,CUST_422,Credit Card,Returned,22946
ORD_668,2024-05-20,CUST_118,Credit Card,Shipped,51034
ORD_669,2025-07-24,CUST_1535,UPI,Shipped,8801
ORD_670,2023-12-03,CUST_918,UPI,Returned,14226
ORD_671,2025-02-28,CUST_708,Debit Card,Delivered,18985
ORD_672,2024-04-28,CUST_1575,Credit Card,Canceled,5856
ORD_673,2024-02-17,CUST_71,COD,Returned,5424
ORD_674,2025-05-01,CUST_738,Net Banking,Returned,33209
ORD_675,2025-10-25,CUST_140,Credit Card,Canceled,5030
ORD_676,2025-01-26,CUST_1082,Net Banking,Returned,28898
ORD_677,2025-01-27,CUST_238,COD,Returned,1895
ORD_678,2025-04-27,CUST_828,Net Banking,Processing,54627
ORD_679,2024-01-02,CUST_272,Debit Card,Canceled,30212
ORD_680,2024-05-29,CUST_1873,Credit Card,Delivered,16050
ORD_681,2024-06-07,CUST_1308,Debit Card,Delivered,46090
ORD_682,2024-11-16,CUST_989,UPI,Delivered,29280
ORD_683,2025-10-05,CUST_1150,Net Banking,Processing,12069
ORD_684,2024-09-16,CUST_1113,Credit Card,Shipped,59172
ORD_685,2024-09-21,CUST_263,Debit Card,Canceled,14783
ORD_686,2024-02-02,CUST_1006,Credit Card,Processing,8891
ORD_687,2025-01-11,CUST_1852,Debit Card,Returned,37746
ORD_688,2024-07-09,CUST_614,Net Banking,Canceled,4347
ORD_689,2025-04-26,CUST_1739,UPI,Shipped,10993
ORD_690,2024-03-06,CUST_1676,Net Banking,Processing,57147
ORD_691,2024-02-11,CUST_205,UPI,Shipped,9743
ORD_692,2024-01-08,CUST_292,COD,Processing,57148
ORD_693,2025-08-06,CUST_1494,Net Banking,Returned,40187
ORD_694,2025-06-04,CUST_1237,UPI,Shipped,2090
ORD_695,2024-03-03,CUST_245,Debit Card,Processing,24576
ORD_696,2024-11-24,CUST_1053,Credit Card,Returned,29564
ORD_697,2024-03-30,CUST_1649,Credit Card,Canceled,58049
ORD_698,2025-08-31,CUST_1742,UPI,Shipped,36964
ORD_699,2025-05-01,CUST_560,Credit Card,Shipped,35065
ORD_700,2025-10-14,CUST_608,UPI,Canceled,50651
ORD_701,2025-03-19,CUST_1845,Credit Card,Shipped,51872
ORD_702,2025-08-24,CUST_1853,UPI,Shipped,41393
ORD_703,2025-09-29,CUST_388,COD,Shipped,4713
ORD_704,2024-03-29,CUST_116,COD,Processing,1832
ORD_705,2025-09-29,CUST_1564,Net Banking,Canceled,30887
ORD_706,2024-04-10,CUST_1991,COD,Processing,52761
ORD_707,2025-02-04,CUST_680,Debit Card,Processing,16529
ORD_708,2025-06-06,CUST_51,Debit Card,Shipped,53575
ORD_709,2024-08-24,CUST_887,UPI,Shipped,45167
ORD_710,2025-07-20,CUST_863,Net Banking,Processing,47820
ORD_711,2024-05-08,CUST_860,COD,Returned,10560
ORD_712,2025-10-14,CUST_1882,UPI,Returned,15771
ORD_713,2024-12-15,CUST_42,COD,Delivered,18561
ORD_714,2024-09-27,CUST_87,COD,Returned,33069
ORD_715,2025-01-19,CUST_1083,UPI,Returned,16579
ORD_716,2024-02-09,CUST_1307,COD,Returned,3353
ORD_717,2025-06-09,CUST_1673,Net Banking,Returned,29098
ORD_718,2024-05-10,CUST_1788,UPI,Returned,51554
ORD_719,2025-09-17,CUST_277,Net Banking,Canceled,17071
ORD_720,2024-08-07,CUST_189,COD,Delivered,45102
ORD_721,2024-08-23,CUST_600,Net Banking,Returned,24259
ORD_722,2025-04-19,CUST_1863,UPI,Processing,31502
ORD_723,2024-04-27,CUST_837,UPI,Shipped,28502
ORD_724,2025-10-21,CUST_115,Credit Card,Delivered,40704
ORD_725,2024-09-08,CUST_1705,UPI,Returned,49082
ORD_726,2024-01-09,CUST_213,Credit Card,Delivered,1717
ORD_727,2025-08-03,CUST_1169,UPI,Delivered,59225
ORD_728,2025-09-27,CUST_553,Credit Card,Canceled,38028
ORD_729,2023-12-04,CUST_1537,Credit Card,Shipped,58425
ORD_730,2025-03-04,CUST_69,Net Banking,Processing,26358
ORD_731,2025-04-23,CUST_384,COD,Delivered,19492
ORD_732,2025-03-16,CUST_721,Debit Card,Processing,269
ORD_733,2024-10-13,CUST_34,UPI,Canceled,55137
ORD_734,2024-11-04,CUST_1310,UPI,Processing,20030
ORD_735,2024-11-28,CUST_1653,Net Banking,Delivered,17337
ORD_736,2025-06-23,CUST_758,Net Banking,Processing,12421
ORD_737,2024-03-22,CUST_792,Net Banking,Canceled,2530
ORD_738,2025-07-08,CUST_1743,Credit Card,Returned,41048
ORD_739,2024-05-21,CUST_673,COD,Delivered,54600
ORD_740,2024-07-26,CUST_1214,Debit Card,Processing,1043
ORD_741,2025-10-17,CUST_652,UPI,Shipped,30988
ORD_742,2024-05-20,CUST_405,COD,Delivered,44692
ORD_743,2025-03-12,CUST_357,Credit Card,Canceled,34694
ORD_744,2025-08-03,CUST_85,COD,Processing,59129
ORD_745,2024-06-07,CUST_541,Credit Card,Canceled,17885
ORD_746,2024-08-21,CUST_1283,Credit Card,Shipped,31377
ORD_747,2024-10-11,CUST_291,UPI,Returned,18332
ORD_748,2023-11-24,CUST_1792,Credit Card,Shipped,8630
ORD_749,2024-04-10,CUST_1716,UPI,Canceled,40794
ORD_750,2024-09-11,CUST_1725,Debit Card,Canceled,2028
ORD_751,2024-04-12,CUST_1713,Net Banking,Delivered,8535
ORD_752,2025-02-27,CUST_1656,Credit Card,Delivered,25354
ORD_753,2023-11-21,CUST_950,COD,Canceled,21376
ORD_754,2025-06-02,CUST_634,UPI,Delivered,17418
ORD_755,2025-09-12,CUST_793,Credit Card,Canceled,54491
ORD_756,2025-07-10,CUST_511,UPI,Delivered,29443
ORD_757,2025-03-02,CUST_1895,COD,Shipped,18434
ORD_758,2025-02-13,CUST_583,UPI,Processing,15455
ORD_759,2025-09-27,CUST_1539,COD,Canceled,20796
ORD_760,2024-01-23,CUST_427,Net Banking,Delivered,11416
ORD_761,2023-12-24,CUST_194,Net Banking,Processing,35174
ORD_762,2024-06-03,CUST_1499,UPI,Canceled,49555
ORD_763,2024-06-12,CUST_341,Debit Card,Returned,29581
ORD_764,2025-03-12,CUST_293,Debit Card,Processing,31272
ORD_765,2025-01-05,CUST_886,Net Banking,Shipped,28653
ORD_766,2025-02-07,CUST_1993,Credit Card,Processing,3683
ORD_767,2025-11-15,CUST_15,Net Banking,Returned,36361
ORD_768,2025-08-25,CUST_1602,Debit Card,Returned,47600
ORD_769,2023-12-06,CUST_1810,UPI,Delivered,49357
ORD_770,2024-08-02,CUST_1785,Credit Card,Processing,3575
ORD_771,2025-09-05,CUST_1153,Credit Card,Delivered,27181
ORD_772,2025-09-02,CUST_966,COD,Shipped,24579
ORD_773,2025-01-04,CUST_1851,UPI,Canceled,41271
ORD_774,2024-11-02,CUST_1385,Net Banking,Shipped,14420
ORD_775,2025-06-13,CUST_1099,UPI,Canceled,31466
ORD_776,2024-02-03,CUST_894,Net Banking,Canceled,29987
ORD_777,2024-10-14,CUST_1629,Credit Card,Canceled,7092
ORD_778,2024-02-10,CUST_1170,Debit Card,Canceled,15478
ORD_779,2025-10-25,CUST_1883,Debit Card,Canceled,37604
ORD_780,2024-02-01,CUST_1395,Credit Card,Shipped,50847
ORD_781,2025-08-04,CUST_1725,Net Banking,Canceled,58273
ORD_782,2025-07-26,CUST_1380,Net Banking,Canceled,5260
ORD_783,2025-08-16,CUST_161,Credit Card,Delivered,19259
ORD_784,2024-08-08,CUST_1454,Net Banking,Delivered,7834
ORD_785,2025-10-04,CUST_1715,Net Banking,Processing,37060
ORD_786,2024-08-10,CUST_754,COD,Canceled,5024
ORD_787,2024-08-25,CUST_1879,Credit Card,Delivered,9727
ORD_788,2025-06-01,CUST_1541,UPI,Delivered,46459
ORD_789,2024-07-23,CUST_1947,Net Banking,Canceled,3957
ORD_790,2024-03-07,CUST_805,UPI,Canceled,22975
ORD_791,2024-09-29,CUST_497,Debit Card,Returned,16724
ORD_792,2025-10-04,CUST_591,UPI,Processing,10952
ORD_793,2024-08-23,CUST_383,UPI,Delivered,29872
ORD_794,2024-11-30,CUST_203,Debit Card,Shipped,18243
ORD_795,2024-08-11,CUST_541,Debit Card,Canceled,2732
ORD_796,2024-10-14,CUST_1097,Credit Card,Canceled,5239
ORD_797,2025-03-03,CUST_1990,Debit Card,Canceled,57407
ORD_798,2024-12-19,CUST_1279,Credit Card,Canceled,31787
ORD_799,2025-02-26,CUST_1097,Credit Card,Canceled,47204
ORD_800,2024-07-28,CUST_1615,UPI,Shipped,13581
ORD_801,2024-10-15,CUST_371,Debit Card,Processing,42577
ORD_802,2023-11-24,CUST_677,UPI,Returned,47261
ORD_803,2025-05-06,CUST_1731,Net Banking,Delivered,11746
ORD_804,2025-08-13,CUST_532,Debit Card,Processing,58343
ORD_805,2025-05-06,CUST_1821,Credit Card,Canceled,43367
ORD_806,2025-03-12,CUST_1585,Debit Card,Processing,27303
ORD_807,2024-06-09,CUST_507,Credit Card,Shipped,45529
ORD_808,2024-05-15,CUST_189,COD,Shipped,21568
ORD_809,2024-05-20,CUST_556,COD,Shipped,1435
ORD_810,2025-01-03,CUST_978,COD,Delivered,35651
ORD_811,2024-03-13,CUST_986,Debit Card,Canceled,27601
ORD_812,2025-07-23,CUST_1911,UPI,Returned,15874
ORD_813,2024-07-22,CUST_752,COD,Delivered,5285
ORD_814,2024-06-13,CUST_1033,COD,Shipped,9221
ORD_815,2024-04-10,CUST_896,UPI,Returned,27398
ORD_816,2024-03-11,CUST_1890,UPI,Returned,35136
ORD_817,2024-09-07,CUST_1157,Net Banking,Canceled,21137
ORD_818,2025-02-24,CUST_338,Net Banking,Canceled,23796
ORD_819,2025-08-01,CUST_1571,Net Banking,Delivered,56462
ORD_820,2025-06-01,CUST_702,Net Banking,Processing,22918
ORD_821,2024-06-17,CUST_1065,Debit Card,Returned,56460
ORD_822,2025-04-26,CUST_1483,UPI,Canceled,32547
ORD_823,2024-07-13,CUST_979,COD,Canceled,38093
ORD_824,2024-09-26,CUST_1409,UPI,Delivered,35596
ORD_825,2025-10-11,CUST_664,Net Banking,Canceled,56731
ORD_826,2024-01-12,CUST_1777,Credit Card,Returned,23915
ORD_827,2024-11-27,CUST_246,COD,Returned,27838
ORD_828,2025-08-28,CUST_872,Net Banking,Delivered,16667
ORD_829,2024-05-29,CUST_264,COD,Shipped,19482
ORD_830,2024-05-18,CUST_851,UPI,Delivered,59325
ORD_831,2024-08-14,CUST_1037,Net Banking,Processing,45793
ORD_832,2025-06-04,CUST_640,UPI,Returned,57303
ORD_833,2024-06-14,CUST_636,UPI,Shipped,9579
ORD_834,2025-01-18,CUST_1547,COD,Canceled,21870
ORD_835,2023-12-27,CUST_655,Debit Card,Shipped,37370
ORD_836,2024-09-03,CUST_187,Net Banking,Delivered,57002
ORD_837,2024-02-21,CUST_1735,Net Banking,Delivered,40486
ORD_838,2025-03-19,CUST_307,Credit Card,Delivered,39151
ORD_839,2024-06-30,CUST_1249,Net Banking,Returned,39873
ORD_840,2024-10-08,CUST_26,UPI,Returned,47694
ORD_841,2025-11-09,CUST_1616,Credit Card,Delivered,29686
ORD_842,2025-02-11,CUST_158,Debit Card,Processing,47971
ORD_843,2024-08-15,CUST_1953,Debit Card,Canceled,55225
ORD_844,2024-06-30,CUST_155,COD,Returned,45002
ORD_845,2025-07-30,CUST_1324,Net Banking,Processing,59264
ORD_846,2024-10-23,CUST_1303,Credit Card,Canceled,28014
ORD_847,2024-10-22,CUST_1764,COD,Canceled,56788
ORD_848,2024-07-29,CUST_1702,Debit Card,Delivered,16829
ORD_849,2025-06-12,CUST_1196,Credit Card,Processing,29829
ORD_850,2024-01-16,CUST_557,Debit Card,Delivered,4261
ORD_851,2024-09-16,CUST_1163,UPI,Delivered,14030
ORD_852,2024-01-21,CUST_1369,Net Banking,Delivered,15210
ORD_853,2023-12-07,CUST_168,UPI,Shipped,22915
ORD_854,2025-06-26,CUST_946,COD,Canceled,27603
ORD_855,2023-12-04,CUST_1336,Credit Card,Canceled,36473
ORD_856,2024-03-22,CUST_702,Net Banking,Returned,10239
ORD_857,2025-08-11,CUST_1456,UPI,Returned,59155
ORD_858,2024-08-09,CUST_662,COD,Shipped,24616
ORD_859,2024-06-02,CUST_911,COD,Processing,1751
ORD_860,2024-07-23,CUST_197,Net Banking,Processing,43751
ORD_861,2024-09-17,CUST_1371,Net Banking,Shipped,18042
ORD_862,2025-01-17,CUST_479,Debit Card,Processing,13739
ORD_863,2024-08-22,CUST_1854,COD,Canceled,11267
ORD_864,2025-10-25,CUST_154,UPI,Returned,45863
ORD_865,2025-10-31,CUST_951,Debit Card,Processing,3244
ORD_866,2024-07-19,CUST_34,COD,Canceled,33876
ORD_867,2024-05-30,CUST_1301,Debit Card,Shipped,19619
ORD_868,2023-11-26,CUST_281,Net Banking,Returned,17852
ORD_869,2024-10-17,CUST_1589,COD,Returned,10500
ORD_870,2025-05-20,CUST_640,COD,Processing,32866
ORD_871,2024-03-25,CUST_579,Debit Card,Returned,22885
